4.33,4.33,4.33,4.33,0.688,0.688,0.688,0.688,0.23,0.23,0.23,0.409,7.01,0.89,0.91,0.91,6.95,6.95,6.95,6.95,0.231,0.231,0.231,0.231,0.12,0.12,0.12,-0.091,-1.99,2.33,0.785,0.785,0
3.7,3.7,3.7,3.7,0.267,0.267,0.267,0.267,1.24,1.24,1.24,-0.519,-5,1.88,0.87,0.87,8.31,8.31,8.31,8.31,0.526,0.526,0.526,0.526,0.95,0.95,0.95,-0.019,-0.44,1,0.731,0.731,0
5.18,5.18,5.18,5.18,0.5,0.5,0.5,0.5,1.08,1.08,1.08,-0.338,-2.99,1.25,0.833,0.833,3.74,3.74,3.74,3.74,0.812,0.812,0.812,0.812,0.77,0.77,0.77,0.162,-0.44,0.89,0.832,0.832,0
3.95,3.95,3.95,3.95,0.706,0.706,0.706,0.706,0.86,0.86,0.86,0.263,2.46,2,0.919,0.919,4.79,4.79,4.79,4.79,0.214,0.214,0.214,0.214,1.63,1.63,1.63,-0.278,-0.99,1.78,0.781,0.781,1
4.55,4.55,4.55,4.55,0.412,0.412,0.412,0.412,0.99,0.99,0.99,0.392,3.01,2.38,0.792,0.792,4.49,4.49,4.49,4.49,0.421,0.421,0.421,0.421,0.72,0.72,0.72,0.892,8.56,2,0.617,0.617,0
6.44,6.44,6.44,6.44,0.312,0.312,0.312,0.312,0.92,0.92,0.92,0.728,7.01,1.67,0.859,0.859,4.73,4.73,4.73,4.73,0.5,0.5,0.5,0.5,0.95,0.95,0.95,0.228,1.01,2.67,0.692,0.692,1
4.28,4.28,4.28,4.28,0.273,0.273,0.273,0.273,1.88,1.88,1.88,0.759,1.73,1.11,0.827,0.827,4.43,4.43,4.43,4.43,0.667,0.667,0.667,0.667,0.56,0.56,0.56,-0.087,-0.99,2,0.904,0.904,1
3.8,3.8,3.8,3.8,0.444,0.444,0.444,0.444,1.33,1.33,1.33,1.047,8.01,2,0.799,0.799,8.81,8.81,8.81,8.81,0.429,0.429,0.429,0.429,2.01,2.01,2.01,-0.221,-3.1,1.36,0.878,0.878,0
5.35,5.35,5.35,5.35,0.467,0.467,0.467,0.467,0.89,0.89,0.89,0.387,2.56,1.33,0.782,0.782,5.33,5.33,5.33,5.33,0.267,0.267,0.267,0.267,0.47,0.47,0.47,0.413,3.56,0.56,0.761,0.761,0
6.48,6.48,6.48,6.48,0.429,0.429,0.429,0.429,1.1,1.1,1.1,0.546,4.01,2.11,0.729,0.729,6.3,6.3,6.3,6.3,0.643,0.643,0.643,0.643,1.34,1.34,1.34,0.259,-0.99,1.8,0.875,0.875,0
7.05,7.05,7.05,7.05,0.25,0.25,0.25,0.25,1.3,1.3,1.3,-0.202,-0.99,1.75,0.806,0.806,4.86,4.86,4.86,4.86,0.688,0.688,0.688,0.688,1.13,1.13,1.13,0.298,0.56,1.33,0.848,0.848,0
3.95,3.95,3.95,3.95,0.474,0.474,0.474,0.474,0.36,0.36,0.36,0.322,6.01,1.22,0.815,0.815,4.37,4.37,4.37,4.37,0.4,0.4,0.4,0.4,0.44,0.44,0.44,-0.178,-3.99,1.89,0.836,0.836,0
6.39,6.39,6.39,6.39,0.5,0.5,0.5,0.5,1.52,1.52,1.52,0.824,4.01,1.44,0.804,0.804,6.16,6.16,6.16,6.16,0.25,0.25,0.25,0.25,0.78,0.78,0.78,0.324,1.01,2,0.787,0.787,1
5.08,5.08,5.08,5.08,0.438,0.438,0.438,0.438,0.46,0.46,0.46,-0.164,-0.99,2.5,0.691,0.691,4.75,4.75,4.75,4.75,0.625,0.625,0.625,0.625,0.43,0.43,0.43,0.335,7.56,1.33,0.858,0.858,1
4.48,4.48,4.48,4.48,0.471,0.471,0.471,0.471,0.37,0.37,0.37,-0.214,-1.99,1.88,0.817,0.817,3.82,3.82,3.82,3.82,0.471,0.471,0.471,0.471,0.53,0.53,0.53,0.384,5,1.22,0.825,0.825,0
6.95,6.95,6.95,6.95,0.421,0.421,0.421,0.421,0.35,0.35,0.35,0.286,3.56,1,0.792,0.792,5.23,5.23,5.23,5.23,0.375,0.375,0.375,0.375,0.44,0.44,0.44,-0.116,-3.99,1.78,0.787,0.787,0
4.33,4.33,4.33,4.33,0.667,0.667,0.667,0.667,0.99,0.99,0.99,-0.315,-3.99,1.56,0.891,0.891,5.69,5.69,5.69,5.69,0.4,0.4,0.4,0.4,0.43,0.43,0.43,-0.058,-1.99,3,0.721,0.721,1
5.13,5.13,5.13,5.13,0.5,0.5,0.5,0.5,1.63,1.63,1.63,0.945,5.01,2.22,0.808,0.808,6.75,6.75,6.75,6.75,0.444,0.444,0.444,0.444,1.44,1.44,1.44,0.445,4.01,1.67,0.834,0.834,0
4.79,4.79,4.79,4.79,0.45,0.45,0.45,0.45,0.71,0.71,0.71,0.436,4.01,1.44,0.81,0.81,5.18,5.18,5.18,5.18,0.353,0.353,0.353,0.353,0.97,0.97,0.97,-0.064,-0.99,2,0.95,0.95,0
3.74,3.74,3.74,3.74,0.632,0.632,0.632,0.632,0.22,0.22,0.22,-0.116,-4.99,2.13,0.865,0.865,6.44,6.44,6.44,6.44,0.667,0.667,0.667,0.667,0.21,0.21,0.21,0.385,5.56,0.89,0.9,0.9,0
3.95,3.95,3.95,3.95,0.632,0.632,0.632,0.632,0.74,0.74,0.74,-0.311,-4.99,1.63,0.86,0.86,4.49,4.49,4.49,4.49,0.429,0.429,0.429,0.429,0.41,0.41,0.41,0.189,4.56,0.67,0.721,0.721,0
5.35,5.35,5.35,5.35,0.526,0.526,0.526,0.526,0.65,0.65,0.65,0.01,-0.99,1.11,0.793,0.793,3.8,3.8,3.8,3.8,0.421,0.421,0.421,0.421,1.18,1.18,1.18,-0.49,-3.99,1.11,0.808,0.808,0
5.33,5.33,5.33,5.33,0.476,0.476,0.476,0.476,1.24,1.24,1.24,0.415,0.01,1.67,0.77,0.77,8.81,8.81,8.81,8.81,0.333,0.333,0.333,0.333,2.58,2.58,2.58,-0.085,-0.99,2.11,0.934,0.934,1
5.54,5.54,5.54,5.54,0.65,0.65,0.65,0.65,0.63,0.63,0.63,0.683,8.01,1.56,0.871,0.871,6.3,6.3,6.3,6.3,0.632,0.632,0.632,0.632,0.6,0.6,0.6,0.183,2.01,2.33,0.832,0.832,1
4.43,4.43,4.43,4.43,0.65,0.65,0.65,0.65,0.55,0.55,0.55,0.201,1.01,1.11,0.822,0.822,6.48,6.48,6.48,6.48,0.409,0.409,0.409,0.409,0.85,0.85,0.85,-0.299,0.01,1.33,0.71,0.71,0
4.55,4.55,4.55,4.55,0.5,0.5,0.5,0.5,1.53,1.53,1.53,-0.508,-3.99,1.33,0.828,0.828,9.94,9.94,9.94,9.94,0.765,0.765,0.765,0.765,1.81,1.81,1.81,-0.205,-1.1,1.5,0.848,0.848,0
5.09,5.09,5.09,5.09,0.412,0.412,0.412,0.412,0.67,0.67,0.67,-0.221,-2.99,1.78,0.769,0.769,6.63,6.63,6.63,6.63,0.588,0.588,0.588,0.588,0.92,0.92,0.92,-0.008,-1.99,1,0.779,0.779,0
5.87,5.87,5.87,5.87,0.294,0.294,0.294,0.294,1.29,1.29,1.29,0.295,0.71,2,0.882,0.882,6.16,6.16,6.16,6.16,0.294,0.294,0.294,0.294,1.14,1.14,1.14,0,-2.1,1.41,0.814,0.814,1
4.37,4.37,4.37,4.37,0.526,0.526,0.526,0.526,2.45,2.45,2.45,0.5,-0.57,1.18,0.799,0.799,4.28,4.28,4.28,4.28,0.524,0.524,0.524,0.524,0.71,0.71,0.71,0.214,2,1.11,0.76,0.76,1
3.95,3.95,3.95,3.95,0.524,0.524,0.524,0.524,0.58,0.58,0.58,0.418,5.01,1.56,0.813,0.813,2.88,2.88,2.88,2.88,0.722,0.722,0.722,0.722,1.14,1.14,1.14,-0.082,0.01,1.56,0.806,0.806,0
5.08,5.08,5.08,5.08,0.444,0.444,0.444,0.444,0.95,0.95,0.95,0.148,-2.1,1.09,0.681,0.681,4.48,4.48,4.48,4.48,0.556,0.556,0.556,0.556,1.5,1.5,1.5,-0.352,-4.1,0.82,0.738,0.738,1
4.75,4.75,4.75,4.75,0.278,0.278,0.278,0.278,0.45,0.45,0.45,-0.238,-1.99,1.88,0.851,0.851,7.93,7.93,7.93,7.93,0.333,0.333,0.333,0.333,0.41,0.41,0.41,0.262,3.56,1.11,0.765,0.765,0
